Starting instrumented solve...
Solve Time: 0.6994s
Residual Calls: 1
Jacobian Calls: 5
Success: True
         829327 function calls (806698 primitive calls) in 1.149 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 fileinput.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
      116    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 core.py:2833(__new__)
        8    0.000    0.000    0.000    0.000 warnings.py:184(_add_filter)
       13    0.000    0.000    0.000    0.000 inspect.py:791(_findclass)
        3    0.000    0.000    0.000    0.000 getlimits.py:309(_get_machar)
       18    0.000    0.000    0.000    0.000 _compiler.py:412(_generate_overlap_table)
      285    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 _base.py:85(_spbase)
      120    0.000    0.000    0.000    0.000 _multiufuncs.py:43(<genexpr>)
      340    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 contextlib.py:548(_push_exit_callback)
       20    0.000    0.000    0.000    0.000 _methods.py:46(_amin)
        6    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
        7    0.000    0.000    0.000    0.000 components.py:920(compute_derived_state)
       85    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 platform.py:1017(machine)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:67(_DTypeDictBase)
        1    0.000    0.000    0.000    0.000 _kdtree.py:206(KDTree)
        1    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _array_api_override.py:32(_ArrayClsInfo)
        5    0.000    0.000    0.000    0.000 {built-in method combaero._core.complete_state}
       48    0.000    0.000    0.000    0.000 lapack.py:911(backtickrepl)
        3    0.000    0.000    0.000    0.000 blas.py:422(get_blas_funcs)
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
       14    0.000    0.000    0.000    0.000 species.py:135(dry_air)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1645(_guarded_repr_or_str)
        1    0.000    0.000    0.000    0.000 _twodim_base_impl.py:539(vander)
        1    0.000    0.000    0.000    0.000 __init__.py:331(_compile_template)
        1    0.000    0.000    0.000    0.000 symbolic.py:36(Language)
       39    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        1    0.000    0.000    0.000    0.000 calendar.py:586(different_locale)
        1    0.000    0.000    0.000    0.000 subprocess.py:1688(_get_handles)
        1    0.000    0.000    0.000    0.000 feedparser.py:44(BufferedSubFile)
       89    0.000    0.000    0.000    0.000 __init__.py:27(decorator)
        1    0.000    0.000    0.000    0.000 _info.py:1(<module>)
       59    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:956(_check_for_existing_members_)
       63    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        3    0.000    0.000    0.000    0.000 warnings.py:168(simplefilter)
        1    0.000    0.000    0.000    0.000 __init__.py:401(discover)
       40    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       16    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3153(view)
       15    0.000    0.000    0.000    0.000 species.py:75(dry_air)
        1    0.000    0.000    0.000    0.000 numerictypes.py:621(_register_types)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        2    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 {method 'partition' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
      117    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 auxfuncs.py:921(process_f2cmap_dict)
        1    0.000    0.000    0.000    0.000 _spectral.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:413(__dir__)
       19    0.000    0.000    0.000    0.000 <string>:2(__init__)
        8    0.000    0.000    0.000    0.000 _nonlin.py:120(_set_doc)
        3    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
      108    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:179(dirname)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__call__)
       13    0.000    0.000    0.000    0.000 mixins.py:46(_numeric_methods)
      134    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
        6    0.000    0.000    0.000    0.000 message.py:498(get)
        3    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 functools.py:803(singledispatch)
        1    0.000    0.000    0.000    0.000 cfuncs.py:1(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1169(__init__)
        1    0.000    0.000    0.000    0.000 _rigid_transform_xp.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        6    0.000    0.000    0.000    0.000 <frozen posixpath>:169(basename)
        5    0.000    0.000    0.000    0.000 _compressed.py:1034(has_canonical_format)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        7    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.coo_tocsr}
        1    0.000    0.000    0.000    0.000 platform.py:891(uname)
       12    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 blas.py:337(_get_funcs)
       25    0.000    0.000    0.000    0.000 _util.py:561(<genexpr>)
       95    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        1    0.000    0.000    0.000    0.000 instrumented_solve.py:6(__init__)
        4    0.000    0.000    0.000    0.000 contextlib.py:77(__call__)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 _linalg.py:493(inv)
        4    0.000    0.000    0.000    0.000 message.py:600(get_content_type)
        1    0.000    0.000    0.000    0.000 __config__.py:9(DisplayModes)
        1    0.000    0.000    0.000    0.000 dogbox.py:1(<module>)
       38    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 <frozen os>:717(__setitem__)
      164    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
       60    0.000    0.000    0.000    0.000 typing.py:1088(<genexpr>)
        3    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extbuild.py:1(<module>)
        1    0.000    0.000    0.000    0.000 solver.py:136(__init__)
       21    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 core.py:6690(__array_finalize__)
       89    0.000    0.000    0.000    0.000 __init__.py:16(set_module)
        1    0.000    0.000    0.000    0.000 _qap.py:1(<module>)
      134    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
        1    0.000    0.000    0.000    0.000 _helpers.py:496(_ClsToXPInfo)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:481(__repr__)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:512(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 sysconfig.py:222(is_python_build)
        5    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_sort_indices}
        1    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
       28    0.000    0.000    0.000    0.000 typing.py:2344(get_origin)
       30    0.000    0.000    0.000    0.000 _sputils.py:472(<genexpr>)
        2    0.000    0.000    0.000    0.000 _codata.py:1535(exact2018)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:694(polyval)
        2    0.000    0.000    0.000    0.000 _optimize.py:83(derivative)
        1    0.000    0.000    0.000    0.000 main.py:57(TestProgram)
        1    0.000    0.000    0.000    0.000 _parser.py:996(parse_template)
       14    0.000    0.000    0.000    0.000 __init__.py:145(_check_size)
        9    0.000    0.000    0.000    0.000 inspect.py:2150(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1512(dtype_short_repr)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       24    0.000    0.000    0.000    0.000 inspect.py:1832(_shadowed_dict)
       10    0.000    0.000    0.000    0.000 _base.py:138(__init__)
        1    0.000    0.000    0.000    0.000 case.py:345(TestCase)
       15    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.000    0.000 {built-in method combaero._core.dry_air}
       45    0.000    0.000    0.000    0.000 getlimits.py:699(min)
       76    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 realtransforms.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__exit__)
        1    0.000    0.000    0.000    0.000 _internal.py:629(_Stream)
        9    0.000    0.000    0.000    0.000 enum.py:1393(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
        1    0.000    0.000    0.000    0.000 calendar.py:96(_localized_month)
        1    0.000    0.000    0.000    0.000 _internal.py:251(_missing_ctypes)
        5    0.000    0.000    0.000    0.000 typing.py:2145(runtime_checkable)
       11    0.000    0.000    0.000    0.000 inspect.py:2164(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 species.py:140(dry_air_mass)
        3    0.000    0.000    0.000    0.000 _methods.py:76(_count_reduce_items)
        1    0.000    0.000    0.000    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
        2    0.000    0.000    0.000    0.000 <frozen os>:723(__delitem__)
        5    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        6    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
       15    0.000    0.000    0.000    0.000 _coo.py:62(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:319(Integral)
       32    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      124    0.000    0.000    0.000    0.000 enum.py:1184(__init__)
       20    0.000    0.000    0.000    0.000 _util.py:154(_prune_array)
        2    0.000    0.000    0.000    0.000 functools.py:855(register)
       58    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x105ae2d40}
       76    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       40    0.000    0.000    0.000    0.000 _compressed.py:118(_getnnz)
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 components.py:1743(PressureLossElement)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
        1    0.000    0.000    0.000    0.000 species.py:79(dry_air_mass)
        1    0.000    0.000    0.000    0.000 _sparse.py:1(<module>)
       52    0.000    0.000    0.000    0.000 getlimits.py:712(max)
        1    0.000    0.000    0.000    0.000 _basic_backend.py:1(<module>)
       98    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 _methods.py:58(_any)
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
        3    0.000    0.000    0.000    0.000 message.py:624(get_content_maintype)
      152    0.000    0.000    0.000    0.000 multiarray.py:556(can_cast)
        1    0.000    0.000    0.000    0.000 _index.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1180(_Unpickler)
        1    0.000    0.000    0.000    0.000 _methods.py:50(_sum)
       12    0.000    0.000    0.000    0.000 _util.py:201(_transition_to_rng)
        2    0.000    0.000    0.000    0.000 blas.py:388(_memoize_get_funcs)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:410(__enter__)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 _matrix.py:1(<module>)
      127    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.000    0.000 enum.py:1676(global_enum)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
       24    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
      134    0.000    0.000    0.000    0.000 <frozen _collections_abc>:511(_is_param_expr)
        1    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        5    0.000    0.000    0.000    0.000 _sputils.py:112(getdtype)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1728(_get_supported_file_loaders)
        1    0.000    0.000    0.000    0.000 _linalg.py:55(SlogdetResult)
